        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , MVDDQ Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 6-Pin #1 Power [W] , 6-Pin #1 Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , USB-C Power Draw [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2023-06-06 16:46:39 ,         300.0   ,            101.3   ,               40.3   ,        52.4   ,              53   ,                1692   ,            834   ,          4   ,                       12   ,                   0   ,                    0   ,               16.7   ,                   5.0   ,                3.7   ,                3.4   ,               8.4   ,                12.1   ,              0.0   ,               12.1   ,              7.9   ,               12.1   ,                0.0   ,                         8.8   ,              16   ,        0.7120   ,               65.0   ,                 13439   ,
2023-06-06 16:46:41 ,         300.0   ,            101.3   ,               40.4   ,        52.5   ,              53   ,                1698   ,            834   ,          3   ,                       12   ,                   0   ,                    0   ,               16.8   ,                   5.1   ,                3.7   ,                3.4   ,               8.5   ,                12.1   ,              0.0   ,               12.1   ,              7.9   ,               12.1   ,                0.0   ,                         8.8   ,              16   ,        0.7120   ,               58.0   ,                 13434   ,
2023-06-06 16:46:42 ,         315.0   ,            101.3   ,               40.5   ,        52.6   ,              53   ,                1695   ,            837   ,          4   ,                       12   ,                   0   ,                    0   ,               16.7   ,                   5.4   ,                3.7   ,                3.5   ,               8.2   ,                12.1   ,              0.0   ,               12.1   ,              8.2   ,               12.1   ,                0.0   ,                         8.8   ,              16   ,        0.7120   ,               65.0   ,                 13455   ,
2023-06-06 16:46:43 ,         315.0   ,            101.3   ,               40.3   ,        52.3   ,              53   ,                1697   ,            915   ,         33   ,                       22   ,                   0   ,                    1   ,               16.6   ,                   5.1   ,                3.7   ,                3.4   ,               8.4   ,                12.1   ,              0.0   ,               12.1   ,              7.9   ,               12.1   ,                0.0   ,                         8.8   ,              16   ,        0.7120   ,               68.0   ,                 13524   ,
2023-06-06 16:46:43 ,        1365.0   ,           1975.3   ,               41.2   ,        53.8   ,              53   ,                1697   ,            919   ,         12   ,                       10   ,                   0   ,                    0   ,               32.1   ,                  17.9   ,                2.2   ,                0.5   ,              14.6   ,                12.1   ,              0.0   ,               12.1   ,             17.2   ,               12.1   ,                0.0   ,                        16.9   ,              16   ,        0.7120   ,               68.0   ,                 13557   ,
2023-06-06 16:46:45 ,        1365.0   ,           1975.3   ,               41.1   ,        53.7   ,              54   ,                1729   ,            919   ,          1   ,                        1   ,                   0   ,                    0   ,               32.3   ,                  18.0   ,                2.3   ,                0.7   ,              14.6   ,                12.1   ,              0.0   ,               12.1   ,             17.3   ,               12.1   ,                0.0   ,                        17.0   ,              16   ,        0.7120   ,               64.0   ,                 13552   ,
2023-06-06 16:46:46 ,         420.0   ,            202.5   ,               40.8   ,        52.9   ,              54   ,                1735   ,            919   ,          0   ,                        1   ,                   0   ,                    0   ,               15.9   ,                   5.9   ,                3.6   ,                3.2   ,               7.1   ,                12.2   ,              0.0   ,               12.1   ,              8.5   ,               12.1   ,                0.0   ,                         8.4   ,              16   ,        0.7120   ,               66.0   ,                 13523   ,
2023-06-06 16:46:47 ,         420.0   ,            202.5   ,               40.4   ,        52.5   ,              53   ,                1692   ,            919   ,          2   ,                        4   ,                   0   ,                    0   ,               14.4   ,                   5.9   ,                3.2   ,                2.4   ,               6.0   ,                12.1   ,              0.0   ,               12.1   ,              8.1   ,               12.1   ,                0.0   ,                         7.6   ,              16   ,        0.7120   ,               61.0   ,                 13518   ,
2023-06-06 16:46:48 ,         420.0   ,            101.3   ,               40.5   ,        52.7   ,              53   ,                1683   ,            905   ,          3   ,                        9   ,                   0   ,                    0   ,               16.4   ,                   5.7   ,                3.6   ,                3.2   ,               7.7   ,                12.1   ,              0.0   ,               12.1   ,              8.4   ,               12.1   ,                0.0   ,                         8.6   ,              16   ,        0.7120   ,               66.0   ,                 13513   ,
2023-06-06 16:46:49 ,         420.0   ,            101.3   ,               40.3   ,        52.3   ,              53   ,                1703   ,            898   ,         15   ,                       15   ,                   0   ,                    0   ,               13.2   ,                   3.9   ,                2.8   ,                1.6   ,               6.8   ,                12.1   ,              0.0   ,               12.1   ,              6.0   ,               12.1   ,                0.0   ,                         7.0   ,              16   ,        0.7120   ,               64.0   ,                 13520   ,
2023-06-06 16:46:50 ,         585.0   ,            101.3   ,               40.2   ,        52.3   ,              53   ,                1692   ,            907   ,         26   ,                       24   ,                   0   ,                    1   ,               12.5   ,                   3.6   ,                2.5   ,                1.0   ,               6.7   ,                12.1   ,              0.0   ,               12.1   ,              5.5   ,               12.1   ,                0.0   ,                         6.6   ,              16   ,        0.7120   ,               67.0   ,                 13577   ,
2023-06-06 16:46:51 ,         840.0   ,            202.5   ,               40.1   ,        52.2   ,              53   ,                1697   ,            908   ,         25   ,                       23   ,                   0   ,                    0   ,               14.8   ,                   6.2   ,                3.2   ,                2.4   ,               6.1   ,                12.1   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         7.8   ,              16   ,        0.7120   ,               66.0   ,                 13612   ,
2023-06-06 16:46:52 ,         840.0   ,            202.5   ,               40.1   ,        52.1   ,              53   ,                1695   ,            908   ,          2   ,                        6   ,                   0   ,                    0   ,               14.4   ,                   6.1   ,                3.1   ,                2.1   ,               5.9   ,                12.1   ,              0.0   ,               12.1   ,              8.1   ,               12.1   ,                0.0   ,                         7.6   ,              16   ,        0.7120   ,               67.0   ,                 13655   ,
2023-06-06 16:46:53 ,         495.0   ,            101.3   ,               40.1   ,        52.2   ,              53   ,                1697   ,            911   ,         11   ,                       11   ,                   0   ,                    0   ,               10.7   ,                   2.7   ,                2.1   ,                0.2   ,               6.0   ,                12.1   ,              0.0   ,               12.1   ,              4.3   ,               12.1   ,                0.0   ,                         5.6   ,              16   ,        0.7120   ,               63.0   ,                 13643   ,
2023-06-06 16:46:54 ,         420.0   ,            101.3   ,               40.2   ,        52.3   ,              53   ,                1692   ,            911   ,          3   ,                       12   ,                   0   ,                    0   ,               15.7   ,                   5.3   ,                3.3   ,                2.7   ,               7.6   ,                12.1   ,              0.0   ,               12.1   ,              7.7   ,               12.1   ,                0.0   ,                         8.3   ,              16   ,        0.7120   ,               66.0   ,                 13640   ,
2023-06-06 16:46:55 ,         465.0   ,            101.3   ,               39.9   ,        51.9   ,              53   ,                1697   ,            913   ,         18   ,                       20   ,                   0   ,                    0   ,               10.9   ,                   2.9   ,                2.1   ,                0.3   ,               6.1   ,                12.2   ,              0.0   ,               12.1   ,              4.5   ,               12.1   ,                0.0   ,                         5.8   ,              16   ,        0.7120   ,               64.0   ,                 13642   ,
2023-06-06 16:46:56 ,         315.0   ,            101.3   ,               39.8   ,        51.8   ,              51   ,                1624   ,            913   ,          2   ,                       12   ,                   0   ,                    0   ,               11.3   ,                   2.9   ,                2.2   ,                0.4   ,               6.3   ,                12.1   ,              0.0   ,               12.1   ,              4.6   ,               12.1   ,                0.0   ,                         5.9   ,              16   ,        0.7120   ,               60.0   ,                 13642   ,
2023-06-06 16:46:57 ,         420.0   ,            101.3   ,               39.9   ,        52.0   ,              51   ,                1616   ,            904   ,         16   ,                       20   ,                   0   ,                    0   ,               11.7   ,                   3.2   ,                2.3   ,                0.7   ,               6.4   ,                12.2   ,              0.0   ,               12.1   ,              5.0   ,               12.1   ,                0.0   ,                         6.2   ,              16   ,        0.7120   ,               66.0   ,                 13631   ,
2023-06-06 16:46:58 ,         930.0   ,            202.5   ,               39.8   ,        51.6   ,              53   ,                1726   ,            904   ,         28   ,                       26   ,                   0   ,                    0   ,               14.3   ,                   6.2   ,                3.1   ,                2.2   ,               5.7   ,                12.1   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         7.5   ,              16   ,        0.7120   ,               66.0   ,                 13640   ,
2023-06-06 16:46:59 ,         930.0   ,            202.5   ,               39.8   ,        51.9   ,              51   ,                1622   ,            904   ,          3   ,                        8   ,                   0   ,                    0   ,               14.6   ,                   6.4   ,                2.9   ,                1.9   ,               6.0   ,                12.2   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         7.7   ,              16   ,        0.7120   ,               68.0   ,                 13637   ,
2023-06-06 16:47:00 ,         315.0   ,            101.3   ,               39.6   ,        51.6   ,              51   ,                1611   ,            904   ,          1   ,                        7   ,                   0   ,                    0   ,               11.6   ,                   3.2   ,                2.3   ,                0.6   ,               6.3   ,                12.2   ,              0.0   ,               12.1   ,              4.9   ,               12.1   ,                0.0   ,                         6.1   ,              16   ,        0.7120   ,               65.0   ,                 13605   ,
2023-06-06 16:47:01 ,        1365.0   ,           1975.3   ,               40.6   ,        53.1   ,              51   ,                1645   ,            880   ,         18   ,                       12   ,                   0   ,                    0   ,               32.3   ,                  18.1   ,                2.1   ,                0.3   ,              14.7   ,                12.1   ,              0.0   ,               12.1   ,             17.2   ,               12.1   ,                0.0   ,                        17.0   ,              16   ,        0.7120   ,               65.0   ,                 13612   ,
2023-06-06 16:47:02 ,        1365.0   ,           1975.3   ,               40.6   ,        53.2   ,              53   ,                1708   ,            893   ,          5   ,                        1   ,                   0   ,                    0   ,               32.4   ,                  18.1   ,                2.3   ,                0.5   ,              14.7   ,                12.1   ,              0.0   ,               12.1   ,             17.4   ,               12.1   ,                0.0   ,                        17.0   ,              16   ,        0.7120   ,               64.0   ,                 13606   ,
2023-06-06 16:47:03 ,         420.0   ,            202.5   ,               40.0   ,        52.2   ,              53   ,                1706   ,            892   ,          3   ,                        4   ,                   0   ,                    0   ,               18.3   ,                   6.3   ,                4.0   ,                4.0   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              9.4   ,               12.1   ,                0.0   ,                         9.7   ,              16   ,        0.7120   ,               62.0   ,                 13613   ,
2023-06-06 16:47:04 ,         420.0   ,            202.5   ,               39.8   ,        51.9   ,              53   ,                1686   ,            868   ,         19   ,                       10   ,                   0   ,                    1   ,               16.4   ,                   6.2   ,                3.7   ,                3.3   ,               7.2   ,                12.1   ,              0.0   ,               12.1   ,              8.8   ,               12.1   ,                0.0   ,                         8.6   ,              16   ,        0.7120   ,               64.0   ,                 13612   ,
2023-06-06 16:47:05 ,         420.0   ,            101.3   ,               39.5   ,        51.7   ,              51   ,                1637   ,            822   ,         13   ,                       12   ,                   0   ,                    2   ,               12.6   ,                   3.5   ,                2.5   ,                1.1   ,               6.8   ,                12.1   ,              0.0   ,               12.1   ,              5.4   ,               12.1   ,                0.0   ,                         6.6   ,              16   ,        0.7120   ,               66.0   ,                 13567   ,
2023-06-06 16:47:06 ,        1365.0   ,           1975.3   ,               40.1   ,        52.4   ,              51   ,                1611   ,            837   ,         18   ,                       18   ,                   0   ,                    0   ,               17.2   ,                   5.4   ,                3.8   ,                3.5   ,               8.5   ,                12.1   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         9.0   ,              16   ,        0.7120   ,               64.0   ,                 13577   ,
2023-06-06 16:47:07 ,        1365.0   ,           1975.3   ,               40.5   ,        53.0   ,              53   ,                1723   ,            831   ,         11   ,                        7   ,                   0   ,                    0   ,               31.8   ,                  17.7   ,                2.3   ,                0.6   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.0   ,               12.1   ,                0.0   ,                        16.8   ,              16   ,        0.7120   ,               66.0   ,                 13534   ,
2023-06-06 16:47:08 ,        1365.0   ,           1975.3   ,               40.6   ,        53.2   ,              53   ,                1708   ,            831   ,          0   ,                        0   ,                   0   ,                    0   ,               31.8   ,                  17.8   ,                2.1   ,                0.3   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.0   ,               12.1   ,                0.0   ,                        16.7   ,              16   ,        0.7120   ,               57.0   ,                 13496   ,
2023-06-06 16:47:09 ,         420.0   ,            202.5   ,               40.0   ,        52.1   ,              53   ,                1677   ,            831   ,          0   ,                        0   ,                   0   ,                    0   ,               16.7   ,                   5.2   ,                4.1   ,                4.2   ,               8.0   ,                12.1   ,              0.0   ,               12.1   ,              8.4   ,               12.1   ,                0.0   ,                         8.8   ,              16   ,        0.7120   ,               69.0   ,                 13497   ,
2023-06-06 16:47:10 ,         315.0   ,            101.3   ,               39.9   ,        52.0   ,              51   ,                1645   ,            831   ,          1   ,                        7   ,                   0   ,                    0   ,               17.1   ,                   5.2   ,                3.6   ,                3.3   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              8.0   ,               12.1   ,                0.0   ,                         9.0   ,              16   ,        0.7120   ,               64.0   ,                 13479   ,
2023-06-06 16:47:11 ,         315.0   ,            101.3   ,               39.8   ,        51.8   ,              51   ,                1611   ,            831   ,          2   ,                       11   ,                   0   ,                    0   ,               17.1   ,                   5.4   ,                3.8   ,                3.6   ,               8.5   ,                12.1   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         9.0   ,              16   ,        0.7120   ,               64.0   ,                 13462   ,
2023-06-06 16:47:12 ,        1365.0   ,           1975.3   ,               40.5   ,        53.1   ,              51   ,                1642   ,            839   ,          7   ,                        6   ,                   0   ,                    0   ,               33.2   ,                  19.1   ,                2.0   ,                0.0   ,              14.9   ,                12.1   ,              0.0   ,               12.1   ,             17.9   ,               12.1   ,                0.0   ,                        17.5   ,              16   ,        0.7120   ,               65.0   ,                 13450   ,
2023-06-06 16:47:13 ,        1365.0   ,           1975.3   ,               40.6   ,        53.3   ,              53   ,                1699   ,            825   ,          2   ,                        1   ,                   0   ,                    0   ,               32.0   ,                  18.0   ,                2.2   ,                0.4   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.2   ,               12.1   ,                0.0   ,                        16.9   ,              16   ,        0.7120   ,               69.0   ,                 13450   ,
2023-06-06 16:47:14 ,        1365.0   ,           1975.3   ,               40.6   ,        53.2   ,              53   ,                1708   ,            842   ,          2   ,                        0   ,                   0   ,                    0   ,               33.6   ,                  19.5   ,                2.0   ,                0.0   ,              15.0   ,                12.1   ,              0.0   ,               12.1   ,             18.3   ,               12.1   ,                0.0   ,                        17.7   ,              16   ,        0.7120   ,               64.0   ,                 13443   ,
2023-06-06 16:47:15 ,        1365.0   ,           1975.3   ,               40.8   ,        53.3   ,              53   ,                1688   ,            842   ,          6   ,                        1   ,                   0   ,                    0   ,               32.9   ,                  18.8   ,                2.1   ,                0.3   ,              14.8   ,                12.1   ,              0.0   ,               12.1   ,             17.7   ,               12.1   ,                0.0   ,                        17.3   ,              16   ,        0.7120   ,               64.0   ,                 13436   ,
2023-06-06 16:47:16 ,        1365.0   ,           1975.3   ,               40.7   ,        53.4   ,              53   ,                1699   ,            846   ,          3   ,                        1   ,                   0   ,                    0   ,               31.9   ,                  17.9   ,                2.2   ,                0.3   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.0   ,               12.1   ,                0.0   ,                        16.8   ,              16   ,        0.7120   ,               62.0   ,                 13654   ,
2023-06-06 16:47:17 ,        1365.0   ,           1975.3   ,               40.7   ,        53.2   ,              53   ,                1697   ,            847   ,          2   ,                        1   ,                   0   ,                    0   ,               31.7   ,                  17.7   ,                2.2   ,                0.3   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             16.9   ,               12.1   ,                0.0   ,                        16.7   ,              16   ,        0.7120   ,               66.0   ,                 13681   ,
2023-06-06 16:47:18 ,        1365.0   ,           1975.3   ,               40.7   ,        53.3   ,              53   ,                1697   ,            836   ,          0   ,                        0   ,                   0   ,                    0   ,               31.8   ,                  17.8   ,                2.2   ,                0.3   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.0   ,               12.1   ,                0.0   ,                        16.8   ,              16   ,        0.7120   ,               67.0   ,                 13678   ,
2023-06-06 16:47:19 ,        1365.0   ,           1975.3   ,               40.6   ,        53.2   ,              53   ,                1697   ,            836   ,          0   ,                        0   ,                   0   ,                    0   ,               31.8   ,                  17.8   ,                2.2   ,                0.4   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             17.0   ,               12.1   ,                0.0   ,                        16.7   ,              16   ,        0.7120   ,               64.0   ,                 13674   ,
2023-06-06 16:47:20 ,         420.0   ,            202.5   ,               40.0   ,        52.2   ,              53   ,                1694   ,            836   ,          0   ,                        1   ,                   0   ,                    0   ,               16.4   ,                   5.1   ,                4.1   ,                4.2   ,               7.7   ,                12.1   ,              0.0   ,               12.1   ,              8.3   ,               12.1   ,                0.0   ,                         8.6   ,              16   ,        0.7120   ,               60.0   ,                 13673   ,
2023-06-06 16:47:21 ,         315.0   ,            101.3   ,               39.8   ,        52.0   ,              53   ,                1697   ,            829   ,          1   ,                        8   ,                   0   ,                    0   ,               16.9   ,                   5.1   ,                3.7   ,                3.4   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              7.9   ,               12.1   ,                0.0   ,                         8.9   ,              16   ,        0.7120   ,               62.0   ,                 13670   ,
2023-06-06 16:47:22 ,         315.0   ,            101.3   ,               39.6   ,        51.7   ,              51   ,                1624   ,            829   ,          2   ,                       11   ,                   0   ,                    0   ,               16.9   ,                   5.1   ,                3.5   ,                3.1   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              7.8   ,               12.1   ,                0.0   ,                         8.9   ,              16   ,        0.7120   ,               65.0   ,                 13675   ,
2023-06-06 16:47:23 ,         300.0   ,            101.3   ,               39.6   ,        51.5   ,              51   ,                1621   ,            829   ,          2   ,                       11   ,                   0   ,                    0   ,               16.9   ,                   5.0   ,                3.7   ,                3.4   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              7.9   ,               12.1   ,                0.0   ,                         8.9   ,              16   ,        0.7120   ,               64.0   ,                 13653   ,
2023-06-06 16:47:24 ,         300.0   ,            101.3   ,               39.7   ,        51.8   ,              51   ,                1645   ,            829   ,          2   ,                       11   ,                   0   ,                    0   ,               17.1   ,                   5.1   ,                3.7   ,                3.4   ,               8.7   ,                12.1   ,              0.0   ,               12.1   ,              8.0   ,               12.1   ,                0.0   ,                         9.0   ,              16   ,        0.7120   ,               62.0   ,                 13647   ,
2023-06-06 16:47:25 ,        1365.0   ,           1975.3   ,               40.4   ,        52.9   ,              51   ,                1624   ,            828   ,         18   ,                       13   ,                   0   ,                    0   ,               31.7   ,                  17.8   ,                2.1   ,                0.2   ,              14.5   ,                12.1   ,              0.0   ,               12.1   ,             16.9   ,               12.1   ,                0.0   ,                        16.7   ,              16   ,        0.7120   ,               64.0   ,                 13868   ,
2023-06-06 16:47:26 ,        1365.0   ,           1975.3   ,               40.4   ,        52.9   ,              53   ,                1711   ,           1049   ,          3   ,                        1   ,                   0   ,                    1   ,               32.6   ,                  18.2   ,                2.3   ,                0.7   ,              14.8   ,                12.1   ,              0.0   ,               12.1   ,             17.5   ,               12.1   ,                0.0   ,                        17.2   ,              16   ,        0.7120   ,               66.0   ,                 14528   ,
2023-06-06 16:47:27 ,        1365.0   ,           1975.3   ,               40.6   ,        52.9   ,              53   ,                1711   ,           1137   ,          2   ,                        1   ,                   0   ,                    0   ,               32.4   ,                  18.2   ,                2.2   ,                0.3   ,              14.7   ,                12.1   ,              0.0   ,               12.1   ,             17.3   ,               12.1   ,                0.0   ,                        17.1   ,              16   ,        0.7120   ,               65.0   ,                 14910   ,
2023-06-06 16:47:28 ,         495.0   ,            202.5   ,               40.3   ,        52.3   ,              53   ,                1682   ,           1321   ,          6   ,                        2   ,                   0   ,                    1   ,               24.2   ,                  11.6   ,                4.4   ,                4.9   ,               9.7   ,                12.1   ,              0.0   ,               12.1   ,             14.1   ,               12.1   ,                0.0   ,                        12.7   ,              16   ,        0.7120   ,               68.0   ,                 15494   ,
2023-06-06 16:47:29 ,        1365.0   ,           1975.3   ,               41.0   ,        53.5   ,              53   ,                1702   ,           1394   ,         32   ,                       13   ,                   0   ,                    3   ,               38.9   ,                  24.6   ,                1.7   ,                0.0   ,              16.3   ,                12.1   ,              0.0   ,               12.1   ,             22.2   ,               12.1   ,                0.0   ,                        20.5   ,              16   ,        0.7120   ,               66.0   ,                 15474   ,
2023-06-06 16:47:30 ,         825.0   ,           1250.2   ,               40.9   ,        53.3   ,              53   ,                1696   ,           1394   ,         19   ,                        5   ,                   0   ,                    2   ,               36.6   ,                  22.0   ,                2.5   ,                1.0   ,              15.4   ,                12.1   ,              0.0   ,               12.1   ,             20.8   ,               12.1   ,                0.0   ,                        19.2   ,              16   ,        0.7120   ,               67.0   ,                 15456   ,
2023-06-06 16:47:31 ,         750.0   ,           1250.2   ,               40.8   ,        53.2   ,              53   ,                1696   ,           1635   ,         30   ,                        8   ,                   0   ,                    2   ,               37.5   ,                  22.6   ,                2.8   ,                1.7   ,              15.5   ,                12.1   ,              0.0   ,               12.1   ,             21.7   ,               12.1   ,                0.0   ,                        19.7   ,              16   ,        0.7120   ,               72.0   ,                 15462   ,
2023-06-06 16:47:32 ,        1620.0   ,           1975.3   ,               42.5   ,        54.8   ,              53   ,                1693   ,           2477   ,         46   ,                       10   ,                   0   ,                    3   ,               74.5   ,                  58.1   ,                0.7   ,                0.0   ,              25.0   ,                12.1   ,              0.0   ,               12.1   ,             49.1   ,               12.1   ,                0.0   ,                        39.2   ,              16   ,        0.7810   ,               69.0   ,                 15711   ,
2023-06-06 16:47:33 ,        2040.0   ,           1975.3   ,               50.3   ,        62.0   ,              56   ,                1814   ,           2485   ,         93   ,                       30   ,                   0   ,                   11   ,              162.2   ,                 142.5   ,                0.1   ,                0.0   ,              43.0   ,                12.0   ,              0.0   ,               12.0   ,            118.8   ,               12.0   ,                0.0   ,                        85.4   ,               4   ,        1.0430   ,               65.0   ,                 15731   ,
2023-06-06 16:47:34 ,        2040.0   ,           1975.3   ,               49.4   ,        61.2   ,              71   ,                2366   ,           2487   ,         97   ,                       36   ,                   0   ,                   11   ,              156.7   ,                 136.3   ,                1.2   ,                0.0   ,              41.5   ,                12.0   ,              0.0   ,               12.0   ,            114.8   ,               12.0   ,                0.0   ,                        82.5   ,               4   ,        1.0430   ,               66.0   ,                 15525   ,
2023-06-06 16:47:35 ,        2040.0   ,           1975.3   ,               45.7   ,        58.1   ,              69   ,                2251   ,           2487   ,         27   ,                        9   ,                   0   ,                    3   ,               77.5   ,                  60.8   ,                2.0   ,                0.0   ,              24.6   ,                12.1   ,              0.0   ,               12.1   ,             52.6   ,               12.0   ,                0.0   ,                        40.8   ,               4   ,        1.0430   ,               63.0   ,                 15534   ,
2023-06-06 16:47:36 ,        1305.0   ,           1975.3   ,               44.4   ,        56.8   ,              60   ,                1815   ,           2487   ,         21   ,                        7   ,                   0   ,                    2   ,               77.3   ,                  61.1   ,                1.5   ,                0.0   ,              24.6   ,                12.1   ,              0.0   ,               12.1   ,             52.4   ,               12.1   ,                0.0   ,                        30.0   ,              16   ,        0.7120   ,               64.0   ,                 15537   ,
2023-06-06 16:47:37 ,        1470.0   ,           1975.3   ,               43.1   ,        55.6   ,              59   ,                1864   ,           2539   ,         36   ,                        8   ,                   0   ,                    3   ,               48.2   ,                  33.1   ,                1.5   ,                0.0   ,              18.8   ,                12.1   ,              0.0   ,               12.1   ,             29.1   ,               12.1   ,                0.0   ,                        25.4   ,              16   ,        0.7180   ,               64.0   ,                 15551   ,
2023-06-06 16:47:38 ,        1560.0   ,           1975.3   ,               43.4   ,        56.0   ,              57   ,                1854   ,           2537   ,         40   ,                       10   ,                   0   ,                    5   ,               51.7   ,                  36.8   ,                1.4   ,                0.0   ,              19.3   ,                12.1   ,              0.0   ,               12.1   ,             32.0   ,               12.1   ,                0.0   ,                        27.2   ,              16   ,        0.7560   ,               65.0   ,                 15551   ,
2023-06-06 16:47:39 ,        1545.0   ,           1975.3   ,               43.2   ,        55.8   ,              57   ,                1789   ,           2540   ,         39   ,                       10   ,                   0   ,                    5   ,               52.5   ,                  37.6   ,                1.4   ,                0.0   ,              19.5   ,                12.1   ,              0.0   ,               12.1   ,             32.7   ,               12.1   ,                0.0   ,                        27.6   ,              16   ,        0.7500   ,               65.0   ,                 15552   ,
2023-06-06 16:47:40 ,        1560.0   ,           1975.3   ,               43.3   ,        55.9   ,              57   ,                1837   ,           2540   ,         39   ,                       10   ,                   0   ,                    5   ,               52.1   ,                  37.1   ,                1.5   ,                0.0   ,              19.4   ,                12.1   ,              0.0   ,               12.1   ,             32.4   ,               12.1   ,                0.0   ,                        27.4   ,              16   ,        0.7560   ,               64.0   ,                 15534   ,
2023-06-06 16:47:41 ,        1575.0   ,           1975.3   ,               43.1   ,        55.6   ,              57   ,                1827   ,           2528   ,         36   ,                        9   ,                   0   ,                    4   ,               48.1   ,                  33.7   ,                1.6   ,                0.0   ,              18.0   ,                12.1   ,              0.0   ,               12.1   ,             29.7   ,               12.1   ,                0.0   ,                        25.3   ,              16   ,        0.7620   ,               66.0   ,                 15515   ,
2023-06-06 16:47:42 ,        1260.0   ,           1975.3   ,               43.1   ,        55.6   ,              57   ,                1821   ,           2527   ,         26   ,                        5   ,                   0   ,                    1   ,               49.1   ,                  34.7   ,                1.6   ,                0.0   ,              18.3   ,                12.1   ,              0.0   ,               12.1   ,             30.5   ,               12.1   ,                0.0   ,                        25.9   ,              16   ,        0.7120   ,               65.0   ,                 15516   ,
2023-06-06 16:47:43 ,        1185.0   ,           1250.2   ,               42.7   ,        55.1   ,              57   ,                1824   ,           2527   ,         33   ,                        7   ,                   0   ,                    1   ,               42.1   ,                  27.0   ,                2.8   ,                1.6   ,              16.5   ,                12.1   ,              0.0   ,               12.1   ,             25.3   ,               12.1   ,                0.0   ,                        22.2   ,              16   ,        0.7120   ,               65.0   ,                 15512   ,
2023-06-06 16:47:44 ,        1485.0   ,           1975.3   ,               43.1   ,        55.6   ,              56   ,                1792   ,           2540   ,         42   ,                       10   ,                   0   ,                    4   ,               49.3   ,                  34.4   ,                1.3   ,                0.0   ,              19.0   ,                12.1   ,              0.0   ,               12.1   ,             30.0   ,               12.1   ,                0.0   ,                        26.0   ,              16   ,        0.7370   ,               67.0   ,                 15528   ,
2023-06-06 16:47:45 ,        1530.0   ,           1975.3   ,               43.1   ,        55.7   ,              56   ,                1789   ,           2533   ,         42   ,                        9   ,                   0   ,                    3   ,               49.1   ,                  34.5   ,                1.5   ,                0.0   ,              18.6   ,                12.1   ,              0.0   ,               12.1   ,             30.2   ,               12.1   ,                0.0   ,                        25.9   ,              16   ,        0.7430   ,               65.0   ,                 15506   ,
2023-06-06 16:47:46 ,        1530.0   ,           1975.3   ,               43.1   ,        55.6   ,              57   ,                1830   ,           2533   ,         37   ,                        9   ,                   0   ,                    3   ,               49.7   ,                  34.9   ,                1.6   ,                0.0   ,              18.7   ,                12.1   ,              0.0   ,               12.1   ,             30.6   ,               12.1   ,                0.0   ,                        26.2   ,              16   ,        0.7430   ,               64.0   ,                 15508   ,
2023-06-06 16:47:47 ,        1365.0   ,           1975.3   ,               43.0   ,        55.8   ,              57   ,                1830   ,           2533   ,         32   ,                        7   ,                   0   ,                    1   ,               47.5   ,                  32.6   ,                1.4   ,                0.0   ,              18.6   ,                12.1   ,              0.0   ,               12.1   ,             28.6   ,               12.1   ,                0.0   ,                        25.0   ,              16   ,        0.7120   ,               66.0   ,                 15506   ,
2023-06-06 16:47:48 ,        1530.0   ,           1975.3   ,               43.2   ,        55.9   ,              57   ,                1814   ,           2540   ,         37   ,                        8   ,                   0   ,                    1   ,               50.3   ,                  35.3   ,                1.4   ,                0.0   ,              19.1   ,                12.1   ,              0.0   ,               12.1   ,             30.9   ,               12.1   ,                0.0   ,                        26.5   ,              16   ,        0.7430   ,               65.0   ,                 15525   ,
